cm
9,4667
9,4667
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4
9,4
9,4
9,4667
9,4
9,4667
9,4
9,4
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4667
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,3333
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4667
9,4
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,5333
9,5333
9,5333
9,5333
9,5333
9,5333
9,4667
9,4667
9,5333
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4667
9,4
9,4667
9,4667
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4667
9,4
9,4
9,4
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,4667
9,5333
9,5333
9,5333
9,6
9,6667
9,8
9,8
9,8667
9,9333
10,0667
10,1333
10,2667
10,4
10,5333
10,6667
10,9333
11,1333
11,4
11,7333
12,0667
12,4
12,8
13,2
13,7333
14,2
14,7333
15,2667
15,8667
16,2667
16,8
17,2667
17,6667
18,1333
18,6
19,0
19,4
19,8
20,1333
20,4667
20,7333
21,0
21,2667
21,6
21,8667
22,2
22,4667
22,7333
22,9333
23,0667
23,2
23,3333
23,4
23,4667
23,6
23,6
23,6667
23,7333
23,7333
23,8
23,8
23,8
23,7333
23,6667
23,5333
23,4667
23,2667
23,0667
22,8
22,4667
22,0667
21,6
21,1333
20,6
20,1333
19,6667
19,1333
18,6
18,1333
17,7333
17,3333
16,9333
16,6
16,2
15,8
15,4667
15,0
14,7333
14,3333
14,0
13,6667
13,3333
13,0
12,6667
12,3333
12,0
11,6667
11,3333
11,0
10,6
10,2
9,8667
9,5333
9,1333
8,7333
8,4
8,0
7,7333
7,4667
7,2
6,9333
6,6667
6,4667
6,2
6,0
5,7333
5,5333
5,3333
5,1333
4,9333
4,7333
4,6667
4,6
4,5333
4,6
4,6667
4,7333
4,7333
4,8
4,8
4,8
4,8
4,8667
4,8667
4,9333
5,0
5,0667
5,2
5,3333
5,5333
5,8
6,0667
6,2667
6,5333
6,8667
7,1333
7,4667
7,8
8,1333
8,5333
8,9333
9,3333
9,8
10,2667
10,8667
11,2667
11,6667
12,1333
12,5333
12,9333
13,2667
13,7333
14,0667
14,4667
14,8667
15,2667
15,7333
16,1333
16,4667
16,8
17,2
17,6
18,0
18,4667
18,8
19,2
19,5333
19,9333
20,3333
20,7333
21,1333
21,4667
21,8
22,1333
22,4
22,6
22,8
22,9333
23,0
23,1333
23,1333
23,2
23,1333
23,0667
23,0
23,0
22,9333
22,8667
22,8
22,6667
22,4667
22,3333
22,0667
21,8667
21,6
21,3333
21,0
20,6667
20,4
20,0667
19,6667
19,2667
18,8
18,4
18,0
17,5333
17,1333
16,7333
16,3333
15,8667
15,4667
15,1333
14,7333
14,3333
13,9333
13,5333
13,0667
12,7333
12,3333
11,9333
11,5333
11,1333
10,7333
10,4667
10,1333
9,8
9,4667
9,1333
8,8
8,4667
8,1333
7,8
7,4667
7,2
6,8667
6,6
6,3333
6,1333
5,8667
5,7333
5,6
5,4667
5,3333
5,2667
5,1333
5,0667
5,0
4,9333
5,0
5,0
5,0667
5,0667
5,0667
5,1333
5,1333
5,1333
5,2
5,3333
